customer_id,customer_name,gender,birth_year,city,join_date,age,customer_segment
9594,John Anderson,Female,1988,Hell's Kitchen,2021-12-29,35,Family
9595,Grace Wilson,Male,2004,Hell's Kitchen,2023-04-20,19,Student
9596,James Wilson,Female,1996,Lower Manhattan,2022-07-24,27,Young Professional
9597,James Williams,Female,1989,Lower Manhattan,2022-07-02,34,Young Professional
9598,Robert Miller,Female,1975,Lower Manhattan,2023-06-10,48,Family
9599,David Thomas,Male,1967,Lower Manhattan,2022-10-24,56,Mature
9600,Olivia Taylor,Female,1997,Astoria,2022-11-12,26,Young Professional
9601,Michael Wilson,Male,1969,Astoria,2023-05-27,54,Mature
9602,William Williams,Male,1972,Astoria,2021-03-06,51,Mature
9603,James Thomas,Male,1983,Lower Manhattan,2021-08-14,40,Family
9604,Grace Miller,Female,1979,Astoria,2022-01-18,44,Family
9605,Robert Williams,Male,2000,Hell's Kitchen,2021-01-09,23,Student
9606,Olivia Martin,Female,1974,Lower Manhattan,2021-06-29,49,Family
9607,Sarah Wilson,Male,1991,Astoria,2022-06-10,32,Young Professional
9608,Michael Wilson,Male,1983,Hell's Kitchen,2021-05-23,40,Family
9609,Olivia Martin,Female,1974,Astoria,2023-02-21,49,Family
9610,James Miller,Male,2005,Hell's Kitchen,2022-09-13,18,Student
9611,Sophia Martin,Male,1997,Hell's Kitchen,2022-01-26,26,Young Professional
9612,James Thomas,Male,1995,Lower Manhattan,2022-11-06,28,Young Professional
9613,Thomas Anderson,Male,1983,Astoria,2021-07-29,40,Family
9614,Sarah Brown,Male,1973,Lower Manhattan,2022-03-19,50,Mature
9615,John Smith,Female,1991,Lower Manhattan,2022-11-16,32,Young Professional
9616,Michael Davis,Female,2004,Lower Manhattan,2022-02-15,19,Student
9617,Michael Smith,Male,1975,Hell's Kitchen,2022-05-28,48,Family
9618,David Johnson,Male,1992,Astoria,2021-11-27,31,Young Professional
9619,Michael Taylor,Female,2000,Hell's Kitchen,2023-05-04,23,Student
9620,Thomas Thomas,Male,1983,Lower Manhattan,2023-05-15,40,Family
9621,Alex Williams,Male,1968,Lower Manhattan,2021-12-17,55,Mature
9622,William Thomas,Male,2002,Astoria,2021-09-13,21,Student
9623,Emily Martin,Female,1969,Astoria,2021-10-02,54,Mature
9624,Thomas Jackson,Female,1996,Lower Manhattan,2021-07-15,27,Young Professional
9625,William Jackson,Male,1984,Hell's Kitchen,2022-04-24,39,Family
9626,Michael Thomas,Male,1994,Hell's Kitchen,2023-05-11,29,Young Professional
9627,Grace Brown,Female,1993,Astoria,2023-06-14,30,Young Professional
9628,Alex Miller,Male,1973,Hell's Kitchen,2022-05-26,50,Mature
9629,John Martin,Male,1969,Lower Manhattan,2022-06-25,54,Mature
9630,Sarah Anderson,Female,1970,Hell's Kitchen,2021-04-30,53,Mature
9631,Grace Jackson,Male,1973,Astoria,2021-12-25,50,Mature
9632,William Martin,Male,2000,Lower Manhattan,2022-12-29,23,Student
9633,David Brown,Female,1968,Hell's Kitchen,2022-04-08,55,Mature
9634,David Jones,Female,1992,Lower Manhattan,2022-07-17,31,Young Professional
9635,John Anderson,Male,1980,Hell's Kitchen,2022-07-31,43,Family
9636,John Smith,Male,1998,Hell's Kitchen,2023-01-02,25,Young Professional
9637,Grace Taylor,Male,1989,Lower Manhattan,2022-04-06,34,Young Professional
9638,David White,Male,1996,Astoria,2022-07-03,27,Young Professional
9639,Sophia Anderson,Male,1998,Astoria,2021-03-21,25,Young Professional
9640,William Jones,Male,2002,Astoria,2023-02-26,21,Student
9641,Robert Thomas,Male,1997,Lower Manhattan,2022-04-23,26,Young Professional
9642,Michael Williams,Male,1980,Astoria,2022-11-02,43,Family
9643,Thomas Harris,Male,2002,Lower Manhattan,2022-06-24,21,Student
9644,Grace Johnson,Female,1979,Astoria,2022-09-14,44,Family
9645,Thomas White,Female,1989,Hell's Kitchen,2022-02-10,34,Young Professional
9646,William Wilson,Female,1974,Astoria,2023-02-20,49,Family
9647,Emma Davis,Female,1998,Lower Manhattan,2021-02-04,25,Young Professional
9648,Alex Wilson,Female,1969,Lower Manhattan,2021-09-12,54,Mature
9649,James Brown,Male,2004,Lower Manhattan,2021-07-10,19,Student
9650,Alex Davis,Female,1984,Hell's Kitchen,2021-03-13,39,Family
9651,Alex White,Female,1999,Astoria,2022-02-23,24,Student
9652,Thomas White,Female,1985,Hell's Kitchen,2021-02-09,38,Family
9653,John Williams,Female,1970,Astoria,2021-11-27,53,Mature
9654,Emma Thomas,Male,1969,Astoria,2021-06-22,54,Mature
9655,Alex White,Female,2001,Hell's Kitchen,2022-03-26,22,Student
9656,Sarah White,Female,1989,Astoria,2022-02-25,34,Young Professional
9657,Daniel Davis,Female,1970,Astoria,2022-09-02,53,Mature
9658,Sarah Smith,Male,1979,Astoria,2021-01-07,44,Family
9659,David Harris,Male,1988,Lower Manhattan,2021-06-02,35,Family
9660,Olivia Miller,Female,1983,Hell's Kitchen,2022-09-01,40,Family
9661,Sophia Miller,Male,1968,Astoria,2021-05-16,55,Mature
9662,Emily Jackson,Female,1985,Lower Manhattan,2023-05-18,38,Family
9663,Olivia Brown,Male,1972,Hell's Kitchen,2023-04-13,51,Mature
9664,Sarah White,Male,1977,Hell's Kitchen,2022-01-18,46,Family
9665,Emma Johnson,Female,1992,Hell's Kitchen,2022-11-03,31,Young Professional
9666,Robert Jackson,Female,1993,Astoria,2022-05-13,30,Young Professional
9667,John Martin,Female,1968,Astoria,2022-05-10,55,Mature
9668,Grace Martin,Female,1985,Lower Manhattan,2023-05-23,38,Family
9669,Emily Harris,Female,1975,Lower Manhattan,2023-04-13,48,Family
9670,Robert Harris,Female,1983,Hell's Kitchen,2021-04-20,40,Family
9671,Olivia Jones,Female,1998,Hell's Kitchen,2021-10-17,25,Young Professional
9672,James Martin,Female,1981,Hell's Kitchen,2021-12-28,42,Family
9673,Emma Harris,Female,1989,Lower Manhattan,2021-11-24,34,Young Professional
9674,Olivia Taylor,Female,1965,Lower Manhattan,2023-06-19,58,Mature
9675,Daniel Davis,Female,1985,Astoria,2022-12-26,38,Family
9676,Olivia Johnson,Female,1996,Lower Manhattan,2021-05-08,27,Young Professional
9677,Michael Taylor,Female,1991,Astoria,2022-07-11,32,Young Professional
9678,James Thomas,Female,2004,Hell's Kitchen,2023-03-14,19,Student
9679,Sarah Davis,Female,1997,Hell's Kitchen,2021-08-06,26,Young Professional
9680,Daniel Davis,Female,1970,Hell's Kitchen,2022-01-06,53,Mature
9681,Olivia Taylor,Male,1967,Lower Manhattan,2022-07-18,56,Mature
9682,John Smith,Male,1976,Astoria,2022-04-16,47,Family
9683,Grace Martin,Male,1998,Astoria,2022-11-15,25,Young Professional
9684,Thomas Jones,Male,1999,Hell's Kitchen,2023-01-21,24,Student
9685,Sophia Williams,Male,1994,Astoria,2021-08-17,29,Young Professional
9686,Thomas Smith,Male,1994,Lower Manhattan,2023-06-17,29,Young Professional
9687,Emma White,Male,1992,Astoria,2021-12-14,31,Young Professional
9688,David White,Female,1977,Hell's Kitchen,2021-01-25,46,Family
9689,Emma Johnson,Female,1992,Lower Manhattan,2021-03-26,31,Young Professional
9690,Alex Williams,Female,1991,Lower Manhattan,2021-11-13,32,Young Professional
9691,Alex Davis,Male,1968,Hell's Kitchen,2021-12-29,55,Mature
9692,Alex Williams,Male,2002,Lower Manhattan,2021-09-23,21,Student
9693,Sarah Jackson,Male,1996,Lower Manhattan,2022-01-13,27,Young Professional
9694,David Smith,Male,1974,Astoria,2022-02-24,49,Family
9695,Thomas Taylor,Male,1976,Astoria,2021-07-19,47,Family
9696,Emily Miller,Female,1992,Astoria,2021-05-22,31,Young Professional
9697,Robert Davis,Male,1974,Hell's Kitchen,2021-02-08,49,Family
9698,James Davis,Female,1998,Astoria,2021-10-18,25,Young Professional
9699,Daniel Williams,Female,1984,Lower Manhattan,2022-07-21,39,Family
9700,John Brown,Male,1968,Astoria,2022-07-17,55,Mature
9701,Emily Smith,Female,1993,Lower Manhattan,2021-01-14,30,Young Professional
9702,Sophia Johnson,Female,2003,Astoria,2023-01-02,20,Student
9703,James Martin,Male,1978,Hell's Kitchen,2022-12-26,45,Family
9704,Alex Jones,Female,2004,Hell's Kitchen,2023-05-26,19,Student
9705,Emma Jones,Female,1994,Lower Manhattan,2021-12-28,29,Young Professional
9706,John Johnson,Female,1995,Hell's Kitchen,2021-08-25,28,Young Professional
9707,Sarah Jackson,Female,1979,Astoria,2022-02-16,44,Family
9708,Olivia Harris,Male,1986,Lower Manhattan,2023-06-07,37,Family
9709,David Jackson,Male,1974,Astoria,2022-04-05,49,Family
9710,Sarah Anderson,Female,1989,Lower Manhattan,2021-10-03,34,Young Professional
9711,Olivia White,Female,2000,Lower Manhattan,2021-08-17,23,Student
9712,Emma Davis,Female,1991,Lower Manhattan,2023-04-25,32,Young Professional
9713,Daniel White,Female,2000,Hell's Kitchen,2021-10-27,23,Student
9714,Sarah Jackson,Female,1971,Hell's Kitchen,2022-11-13,52,Mature
9715,David Smith,Female,1989,Astoria,2022-03-14,34,Young Professional
9716,Sophia Wilson,Male,1977,Lower Manhattan,2022-01-11,46,Family
9717,James Brown,Male,1988,Hell's Kitchen,2021-05-31,35,Family
9718,Sophia Johnson,Male,1969,Lower Manhattan,2023-06-07,54,Mature
9719,Sophia White,Male,1980,Lower Manhattan,2021-10-08,43,Family
9720,Daniel Smith,Female,1980,Lower Manhattan,2021-01-27,43,Family
9721,Alex Thomas,Female,1986,Astoria,2022-09-23,37,Family
9722,Robert Martin,Female,1995,Lower Manhattan,2022-12-16,28,Young Professional
9723,Alex Wilson,Male,1988,Lower Manhattan,2023-05-03,35,Family
9724,Alex Miller,Male,2001,Lower Manhattan,2022-09-06,22,Student
9725,John Anderson,Male,1976,Hell's Kitchen,2021-05-29,47,Family
9726,Thomas White,Female,1980,Astoria,2021-03-24,43,Family
9727,Alex Brown,Male,1984,Hell's Kitchen,2021-03-08,39,Family
9728,John Brown,Male,1990,Lower Manhattan,2021-09-17,33,Young Professional
9729,Emily Anderson,Female,1999,Astoria,2022-09-26,24,Student
9730,William Martin,Male,1989,Astoria,2022-02-13,34,Young Professional
9731,David Jones,Female,2004,Hell's Kitchen,2021-07-31,19,Student
9732,Michael Miller,Male,1984,Astoria,2021-08-09,39,Family
9733,William Martin,Male,1986,Astoria,2022-07-29,37,Family
9734,Emily Williams,Female,1993,Lower Manhattan,2023-05-01,30,Young Professional
9735,Alex Johnson,Male,1971,Hell's Kitchen,2021-10-09,52,Mature
9736,Sophia Taylor,Male,1971,Lower Manhattan,2021-05-21,52,Mature
9737,Sophia Smith,Female,1978,Lower Manhattan,2021-06-28,45,Family
9738,Sarah Williams,Male,1968,Hell's Kitchen,2022-05-25,55,Mature
9739,Emily Anderson,Male,1982,Lower Manhattan,2023-01-29,41,Family
9740,John Anderson,Male,1979,Astoria,2022-05-14,44,Family
9741,John Wilson,Female,1990,Lower Manhattan,2023-06-02,33,Young Professional
9742,Sarah Miller,Female,2004,Lower Manhattan,2022-05-02,19,Student
9743,Daniel Taylor,Female,1988,Astoria,2021-10-22,35,Family
9744,Grace Anderson,Female,2004,Astoria,2021-05-06,19,Student
9745,William White,Male,1989,Lower Manhattan,2021-02-26,34,Young Professional
9746,Alex Jackson,Male,1990,Astoria,2022-03-24,33,Young Professional
9747,James Anderson,Female,1999,Hell's Kitchen,2022-04-05,24,Student
9748,Grace Harris,Male,1988,Lower Manhattan,2023-04-19,35,Family
9749,Sarah White,Female,2004,Astoria,2021-01-29,19,Student
9750,Sophia Johnson,Female,1990,Hell's Kitchen,2021-07-10,33,Young Professional
9751,James Martin,Female,1978,Hell's Kitchen,2021-07-08,45,Family
9752,Thomas Harris,Male,1982,Lower Manhattan,2021-03-09,41,Family
9753,Emily Jones,Female,1991,Hell's Kitchen,2021-04-03,32,Young Professional
9754,Robert Smith,Female,1976,Lower Manhattan,2023-05-15,47,Family
9755,Thomas Anderson,Male,1995,Astoria,2021-01-25,28,Young Professional
9756,Sophia Davis,Female,1965,Lower Manhattan,2023-04-21,58,Mature
9757,Grace Jackson,Male,1994,Astoria,2022-10-14,29,Young Professional
9758,Alex Wilson,Male,1965,Hell's Kitchen,2022-05-23,58,Mature
9759,Robert Johnson,Female,1971,Lower Manhattan,2021-05-10,52,Mature
9760,William Brown,Female,2004,Hell's Kitchen,2023-03-19,19,Student
9761,Emma Harris,Male,1999,Astoria,2023-01-14,24,Student
9762,Emma Smith,Male,1995,Lower Manhattan,2023-06-07,28,Young Professional
9763,Alex Jackson,Female,2003,Astoria,2021-08-30,20,Student
9764,Thomas Jones,Male,1993,Lower Manhattan,2021-06-08,30,Young Professional
9765,Grace Davis,Female,1969,Lower Manhattan,2022-03-23,54,Mature
9766,Alex Wilson,Female,1999,Lower Manhattan,2021-07-18,24,Student
9767,Grace Brown,Male,1974,Lower Manhattan,2021-04-15,49,Family
9768,Grace Anderson,Female,1989,Astoria,2022-05-02,34,Young Professional
9769,Emily Thomas,Male,2001,Lower Manhattan,2021-03-09,22,Student
9770,Sarah Johnson,Male,1992,Astoria,2022-10-04,31,Young Professional
9771,Thomas Miller,Female,1966,Hell's Kitchen,2021-05-29,57,Mature
9772,Olivia Jackson,Male,1997,Lower Manhattan,2023-01-10,26,Young Professional
9773,Daniel Thomas,Male,1997,Hell's Kitchen,2022-11-09,26,Young Professional
9774,Emily Taylor,Female,1970,Hell's Kitchen,2022-03-25,53,Mature
9775,Sarah Jackson,Male,2003,Lower Manhattan,2022-11-30,20,Student
9776,Michael Johnson,Male,1972,Lower Manhattan,2021-01-22,51,Mature
9777,Sarah Johnson,Female,1967,Lower Manhattan,2023-06-21,56,Mature
9778,James Anderson,Male,1987,Lower Manhattan,2021-03-07,36,Family
9779,Robert Thomas,Male,1992,Lower Manhattan,2022-11-24,31,Young Professional
9780,John White,Male,1968,Hell's Kitchen,2023-02-02,55,Mature
9781,Sarah Williams,Female,1971,Lower Manhattan,2022-06-18,52,Mature
9782,William Wilson,Male,1992,Hell's Kitchen,2022-05-28,31,Young Professional
9783,Emily Anderson,Female,1968,Lower Manhattan,2021-10-09,55,Mature
9784,David Brown,Male,1999,Hell's Kitchen,2021-02-18,24,Student
9785,Daniel Wilson,Female,1976,Lower Manhattan,2022-07-30,47,Family
9786,Alex Anderson,Female,1999,Lower Manhattan,2022-09-26,24,Student
9787,Sarah Brown,Female,1995,Hell's Kitchen,2022-01-24,28,Young Professional
9788,Olivia Miller,Female,1978,Hell's Kitchen,2022-07-29,45,Family
9789,Emily Brown,Male,1997,Lower Manhattan,2021-11-06,26,Young Professional
9790,David Harris,Male,1973,Lower Manhattan,2022-01-23,50,Mature
9791,Sophia Brown,Male,1984,Astoria,2021-10-16,39,Family
9792,Robert Johnson,Male,2004,Astoria,2023-02-22,19,Student
9793,John Smith,Male,2001,Astoria,2022-10-21,22,Student
9794,Robert Smith,Female,2002,Hell's Kitchen,2021-09-24,21,Student
9795,Olivia Williams,Male,1971,Astoria,2022-06-07,52,Mature
9796,James Anderson,Female,1977,Lower Manhattan,2022-11-21,46,Family
9797,Robert Smith,Female,1968,Lower Manhattan,2021-03-24,55,Mature
9798,Michael Jones,Male,2001,Lower Manhattan,2021-10-28,22,Student
9799,Grace Smith,Male,1997,Hell's Kitchen,2022-03-29,26,Young Professional
9800,Michael Davis,Female,2001,Lower Manhattan,2022-05-23,22,Student
9801,John Smith,Male,1969,Lower Manhattan,2021-07-22,54,Mature
9802,Olivia Anderson,Male,1978,Lower Manhattan,2023-06-27,45,Family
9803,Michael Thomas,Female,1994,Lower Manhattan,2021-06-29,29,Young Professional
9804,Alex Thomas,Female,1979,Hell's Kitchen,2022-07-13,44,Family
9805,James Brown,Male,1977,Lower Manhattan,2021-08-09,46,Family
9806,Michael Harris,Male,2003,Hell's Kitchen,2022-05-28,20,Student
9807,Emma Thomas,Male,1986,Hell's Kitchen,2022-12-21,37,Family
9808,James Smith,Male,1995,Astoria,2022-06-05,28,Young Professional
9809,Alex Davis,Male,1996,Astoria,2021-12-25,27,Young Professional
9810,John Jackson,Female,1990,Astoria,2022-09-26,33,Young Professional
9811,William Jones,Female,1995,Hell's Kitchen,2022-07-30,28,Young Professional
9812,Sarah Miller,Male,2004,Lower Manhattan,2023-01-01,19,Student
9813,David Anderson,Female,1985,Lower Manhattan,2022-06-10,38,Family
9814,Sophia Smith,Female,2000,Lower Manhattan,2022-12-26,23,Student
9815,Emily Martin,Male,1967,Hell's Kitchen,2022-06-13,56,Mature
9816,Emily Williams,Female,1968,Lower Manhattan,2022-11-27,55,Mature
9817,Michael Smith,Female,1981,Astoria,2021-04-01,42,Family
9818,William Smith,Female,1985,Lower Manhattan,2021-11-05,38,Family
9819,Olivia Miller,Male,1978,Lower Manhattan,2021-04-22,45,Family
9820,Daniel Harris,Female,2001,Lower Manhattan,2021-08-09,22,Student
9821,William White,Male,1965,Astoria,2021-09-24,58,Mature
9822,Grace Harris,Male,1969,Astoria,2022-01-02,54,Mature
9823,David Taylor,Female,1990,Astoria,2021-12-05,33,Young Professional
9824,David Davis,Female,1967,Hell's Kitchen,2022-04-19,56,Mature
9825,Michael Miller,Female,1973,Astoria,2022-07-28,50,Mature
9826,Emma Smith,Male,2000,Lower Manhattan,2023-01-10,23,Student
9827,Robert Harris,Male,1998,Astoria,2022-09-05,25,Young Professional
9828,Sarah Wilson,Female,1996,Astoria,2022-04-23,27,Young Professional
9829,Robert Davis,Female,1979,Lower Manhattan,2021-02-12,44,Family
9830,David Wilson,Female,1971,Hell's Kitchen,2021-12-01,52,Mature
9831,John Jackson,Male,1978,Lower Manhattan,2022-04-12,45,Family
9832,Michael Brown,Female,1972,Hell's Kitchen,2022-05-05,51,Mature
9833,David Thomas,Male,1974,Hell's Kitchen,2023-03-18,49,Family
9834,Grace Thomas,Male,1999,Lower Manhattan,2021-03-09,24,Student
9835,Alex White,Female,1975,Hell's Kitchen,2023-04-19,48,Family
9836,Sarah Smith,Male,1973,Astoria,2022-05-06,50,Mature
9837,Olivia Williams,Female,1975,Astoria,2021-12-31,48,Family
9838,Sarah Wilson,Female,1970,Lower Manhattan,2022-04-17,53,Mature
9839,Daniel White,Female,2000,Lower Manhattan,2022-11-24,23,Student
9840,Emma Martin,Male,2002,Lower Manhattan,2022-06-22,21,Student
9841,Sarah Taylor,Male,1973,Hell's Kitchen,2022-02-18,50,Mature
9842,Robert Brown,Female,1998,Astoria,2023-02-27,25,Young Professional
9843,Thomas Williams,Female,1976,Hell's Kitchen,2021-07-04,47,Family
9844,Grace Anderson,Female,1981,Lower Manhattan,2022-06-02,42,Family
9845,Emma Brown,Male,2005,Hell's Kitchen,2022-08-10,18,Student
9846,Olivia Taylor,Female,1990,Lower Manhattan,2022-05-28,33,Young Professional
9847,Grace White,Male,1998,Lower Manhattan,2022-03-23,25,Young Professional
9848,Emma Miller,Male,1982,Lower Manhattan,2022-09-12,41,Family
9849,Emily Miller,Male,1990,Lower Manhattan,2022-09-29,33,Young Professional
9850,Alex Smith,Male,1976,Hell's Kitchen,2023-06-04,47,Family
9851,William Brown,Male,1995,Lower Manhattan,2023-02-23,28,Young Professional
9852,Sarah Thomas,Male,2005,Astoria,2022-10-24,18,Student
9853,Sophia Miller,Male,1971,Hell's Kitchen,2021-01-20,52,Mature
9854,William Williams,Female,1987,Lower Manhattan,2021-06-27,36,Family
9855,Emma Johnson,Male,1976,Lower Manhattan,2023-06-03,47,Family
9856,Emma Johnson,Female,1991,Lower Manhattan,2022-01-31,32,Young Professional
9857,Grace Anderson,Female,1983,Lower Manhattan,2021-01-22,40,Family
9858,James Anderson,Male,1981,Hell's Kitchen,2021-05-03,42,Family
9859,Emily Wilson,Female,1980,Hell's Kitchen,2021-02-06,43,Family
9860,Michael Wilson,Male,1985,Lower Manhattan,2021-01-31,38,Family
9861,Daniel Williams,Male,1973,Astoria,2023-04-11,50,Mature
9862,Olivia Wilson,Female,1976,Lower Manhattan,2023-01-17,47,Family
9863,John Smith,Female,1967,Lower Manhattan,2021-03-15,56,Mature
9864,Sarah Harris,Male,1982,Lower Manhattan,2021-11-21,41,Family
9865,David Smith,Female,1990,Hell's Kitchen,2023-05-05,33,Young Professional
9866,Grace Davis,Female,1990,Hell's Kitchen,2021-08-31,33,Young Professional
9867,Olivia Smith,Male,1973,Hell's Kitchen,2022-12-27,50,Mature
9868,John Jackson,Male,1998,Astoria,2022-03-18,25,Young Professional
9869,John Williams,Female,1982,Astoria,2022-06-09,41,Family
9870,Daniel Harris,Female,1997,Astoria,2021-07-06,26,Young Professional
9871,Robert Smith,Female,1998,Hell's Kitchen,2021-09-21,25,Young Professional
9872,Thomas White,Female,1965,Hell's Kitchen,2021-02-13,58,Mature
9873,Emily Anderson,Female,1966,Astoria,2021-04-02,57,Mature
9874,James Brown,Male,1986,Lower Manhattan,2022-09-02,37,Family
9875,David Brown,Female,1999,Hell's Kitchen,2023-06-13,24,Student
9876,Emily Miller,Female,1980,Astoria,2021-07-19,43,Family
9877,Michael White,Female,1990,Lower Manhattan,2022-12-11,33,Young Professional
9878,David White,Female,1989,Lower Manhattan,2021-01-25,34,Young Professional
9879,Emma Williams,Female,1996,Astoria,2022-01-27,27,Young Professional
9880,John Miller,Male,2001,Lower Manhattan,2022-11-04,22,Student
9881,Grace Brown,Female,1988,Hell's Kitchen,2021-11-09,35,Family
9882,David Johnson,Male,1996,Astoria,2023-05-14,27,Young Professional
9883,Grace Anderson,Male,1989,Lower Manhattan,2021-03-06,34,Young Professional
9884,Sarah Miller,Male,1978,Hell's Kitchen,2021-04-16,45,Family
9885,Emily Brown,Male,1988,Lower Manhattan,2022-03-25,35,Family
9886,Olivia White,Female,1995,Astoria,2022-02-28,28,Young Professional
9887,James Jackson,Male,2001,Hell's Kitchen,2021-02-04,22,Student
9888,Olivia Jackson,Male,1969,Lower Manhattan,2021-07-10,54,Mature
9889,William Smith,Female,1978,Lower Manhattan,2022-10-01,45,Family
9890,Alex Harris,Female,1970,Astoria,2021-02-08,53,Mature
9891,Michael Taylor,Female,1972,Hell's Kitchen,2022-03-04,51,Mature
9892,William Wilson,Female,1974,Hell's Kitchen,2021-12-24,49,Family
9893,Alex Smith,Female,2001,Astoria,2021-02-06,22,Student
9894,David Harris,Female,1981,Astoria,2023-01-01,42,Family
9895,Emily Taylor,Male,2002,Hell's Kitchen,2021-04-29,21,Student
9896,Grace White,Male,1985,Hell's Kitchen,2021-10-09,38,Family
9897,Olivia Anderson,Male,1965,Lower Manhattan,2021-09-14,58,Mature
9898,Grace Jackson,Female,1981,Hell's Kitchen,2021-03-29,42,Family
9899,Sarah Thomas,Female,1994,Astoria,2022-09-04,29,Young Professional
9900,John Harris,Female,1990,Astoria,2022-07-04,33,Young Professional
9901,Daniel Brown,Female,1980,Hell's Kitchen,2021-08-05,43,Family
9902,Emily Brown,Female,1970,Lower Manhattan,2023-02-05,53,Mature
9903,Olivia Thomas,Male,1996,Astoria,2021-03-22,27,Young Professional
9904,Thomas Wilson,Male,1986,Lower Manhattan,2021-11-11,37,Family
9905,Sophia Taylor,Female,1997,Lower Manhattan,2021-03-01,26,Young Professional
9906,Alex Thomas,Male,1976,Hell's Kitchen,2022-02-13,47,Family
9907,Alex Taylor,Female,1971,Astoria,2021-05-29,52,Mature
9908,Grace Jackson,Male,1979,Hell's Kitchen,2021-06-04,44,Family
9909,Emma Jones,Male,1974,Hell's Kitchen,2023-06-18,49,Family
9910,Robert White,Female,1985,Hell's Kitchen,2023-06-23,38,Family
9911,Emily Johnson,Male,1985,Hell's Kitchen,2021-02-25,38,Family
9912,Olivia Anderson,Female,1970,Hell's Kitchen,2023-05-31,53,Mature
9913,Grace Harris,Male,1984,Lower Manhattan,2021-11-05,39,Family
9914,James Brown,Male,1980,Astoria,2023-01-01,43,Family
9915,Grace Jones,Female,1986,Hell's Kitchen,2021-04-03,37,Family
9916,Sarah Jones,Male,1996,Astoria,2021-03-08,27,Young Professional
9917,Emily Taylor,Female,1983,Lower Manhattan,2022-04-30,40,Family
9918,John Davis,Male,1976,Astoria,2021-10-01,47,Family
9919,Emily Johnson,Female,2002,Lower Manhattan,2021-11-14,21,Student
9920,William Harris,Male,1996,Lower Manhattan,2021-06-29,27,Young Professional
9921,Emma Brown,Male,2004,Lower Manhattan,2021-11-13,19,Student
9922,Sophia Taylor,Female,1974,Lower Manhattan,2021-04-17,49,Family
9923,Olivia Taylor,Female,1990,Lower Manhattan,2021-11-21,33,Young Professional
9924,David Smith,Female,1995,Hell's Kitchen,2022-01-19,28,Young Professional
9925,Daniel Johnson,Female,2001,Lower Manhattan,2021-05-26,22,Student
9926,Michael Martin,Female,1972,Hell's Kitchen,2022-01-16,51,Mature
9927,David Anderson,Male,1975,Astoria,2022-10-10,48,Family
9928,David Smith,Female,2003,Lower Manhattan,2023-05-24,20,Student
9929,James Jackson,Female,1988,Astoria,2021-06-04,35,Family
9930,Sarah Wilson,Female,1971,Lower Manhattan,2022-10-25,52,Mature
9931,William Johnson,Female,1972,Hell's Kitchen,2022-07-23,51,Mature
9932,William Thomas,Male,2005,Astoria,2021-03-13,18,Student
9933,Sarah Wilson,Female,2001,Hell's Kitchen,2021-06-11,22,Student
9934,Daniel Brown,Female,1974,Hell's Kitchen,2021-02-16,49,Family
9935,James Harris,Male,1987,Astoria,2021-09-01,36,Family
9936,Daniel Jones,Female,1994,Lower Manhattan,2023-05-16,29,Young Professional
9937,Daniel Jones,Female,1983,Astoria,2021-12-06,40,Family
9938,Alex Jones,Female,1977,Lower Manhattan,2023-01-03,46,Family
9939,David Jackson,Female,1993,Hell's Kitchen,2022-06-17,30,Young Professional
9940,Emily Thomas,Male,1968,Astoria,2021-02-05,55,Mature
9941,Sophia Harris,Male,1973,Hell's Kitchen,2021-05-20,50,Mature
9942,Robert Brown,Male,1966,Hell's Kitchen,2023-02-21,57,Mature
9943,Olivia Jackson,Female,2001,Astoria,2022-04-29,22,Student
9944,John Taylor,Male,1971,Lower Manhattan,2022-03-24,52,Mature
9945,Sarah Jones,Female,2000,Lower Manhattan,2022-01-11,23,Student
9946,Michael Smith,Female,1981,Lower Manhattan,2022-11-10,42,Family
9947,William White,Female,1969,Lower Manhattan,2021-07-04,54,Mature
9948,Sophia Brown,Male,1988,Lower Manhattan,2022-06-16,35,Family
9949,Alex Anderson,Male,1978,Hell's Kitchen,2022-05-11,45,Family
9950,Michael Taylor,Female,1984,Astoria,2022-09-14,39,Family
9951,Grace Smith,Female,2005,Lower Manhattan,2023-06-24,18,Student
9952,Olivia Martin,Male,1990,Astoria,2021-10-25,33,Young Professional
9953,Emily White,Male,1965,Lower Manhattan,2023-04-29,58,Mature
9954,Robert Wilson,Female,1968,Astoria,2022-04-19,55,Mature
9955,John Thomas,Female,1996,Astoria,2021-07-22,27,Young Professional
9956,Sophia Wilson,Female,1992,Astoria,2021-06-29,31,Young Professional
9957,Michael Jackson,Male,1985,Hell's Kitchen,2023-01-07,38,Family
9958,James Williams,Female,1997,Astoria,2021-12-28,26,Young Professional
9959,Daniel Davis,Male,1974,Lower Manhattan,2022-07-14,49,Family
9960,Daniel Miller,Female,1974,Lower Manhattan,2021-03-27,49,Family
9961,James Davis,Male,1981,Astoria,2023-01-01,42,Family
9962,William Davis,Male,1997,Hell's Kitchen,2022-08-26,26,Young Professional
9963,Olivia Williams,Male,2005,Astoria,2021-06-26,18,Student
9964,Daniel Martin,Male,1975,Hell's Kitchen,2021-02-24,48,Family
9965,Sophia Smith,Male,1990,Astoria,2022-04-30,33,Young Professional
9966,Olivia Smith,Female,1983,Lower Manhattan,2021-09-27,40,Family
9967,Daniel Miller,Male,2001,Hell's Kitchen,2022-06-15,22,Student
9968,Sophia Anderson,Female,1998,Astoria,2021-04-03,25,Young Professional
